Sl no,Tweets,Search key,Feeling
155," #3: @Samantha Cook ed ""@dom2d This is me rn watching my deadlines move closer and closer as I take the pause I promised myself to process a life milestone. Satisfied, yet in a boat heading for a diiiiiiive, assuming it'll all come together at some point.""",satisfied,happy
156," #4: @Tammy ed ""RT @_sarabante_: satisfied customer 😊 https://t.co/oHZDQF56nb""",satisfied,happy
157," #5: @Kittlerbot ed ""It is no longer satisfied with the individual universals of its subjects their selfimages and selfrepresentations these tinfoil.""",satisfied,happy
158," #6: @Danice Mae P. Sison ed ""@saberkite Congee. With a fresh egg & century egg slices. There's something about eating warm rice porrige that centers me. A good bowl should leave me feeling totally satisfied.""",satisfied,happy
159," #7: @Ros McMullen ed ""RT @carolecadwalla: Nigel Farage’s LeaveEU campaign was found broke law & has been referred to police. In a separate year-long investigatio…""",satisfied,happy
160," #8: @claudia 🤘🏼💛 ed ""RT @jawnyutah: Started a hydration business. Here’s a video of my first satisfied customer https://t.co/mxam4cpa6D""",satisfied,happy
161," #9: @TIOL ed ""SCN is presumptive in nature - essential requirements for levying ST under SOTG service not satisfied - SCN not maintainable: CESTAT https://t.co/eHH35lBCHv""",satisfied,happy
162," #10: @⚠ / risi ♡ ed ""last na username ko na ba to? satisfied na ko e di ako makilala nong iba. hahahahahahaha""",satisfied,happy
163," #11: @prakash ed ""@igtamil Looking weard & why need to wear that too..Have they ever see their face in the mirror & satisfied...""",satisfied,happy
164," #12: @𝐉𝐨𝐝𝐢 ed ""RT @ImmaculateLoo: @ericswalwell A narcissistic mob lackey is in OUR House. He’ll never be satisfied.He has no limits. He will not stop.H…""",satisfied,happy
165," #13: @ConchMaturan💙🇵🇭 ed ""RT @Scripture_Truth: My soul is satisfied as with a rich feast. -Psalms 63.5""",satisfied,happy
166," #14: @Juhaina ed ""Masaya kana? Nagawa mo na yung katarantaduhan mo? Satisfied ka?""",satisfied,happy
167," #15: @Chowkidar Rahul ed ""@Airtel_Presence Thank you Vaishnavi for explanation. It's my mistake that I chose airtel DTH and airtel postpaid connection. For both the connection I'm not satisfied. I will be moving to different service provider and throw your DTH box dustbin. I let go my 1432rs which I paid for set of box""",satisfied,happy
168," #16: @alyssa ed ""hope ur satisfied""",satisfied,happy
169," #17: @Selvan ed ""Tamilnadu BJP leader said central Govt.  is implementing lot of welfare scheme for Tamilnadu.  Is this true in Trichy Railway appointment.  Tamilnadu CM and Tamilnadu BJP leaders satisfied with this issue?""",satisfied,happy
170," #18: @Only For BTS 💜🤘 ed ""@FxJK8 Satisfied by the fingers for now 😍💜""",satisfied,happy
171," #19: @sarabante ed ""satisfied customer 😊 https://t.co/oHZDQF56nb""",satisfied,happy
172," #20: @Rebel Girl ed ""#MyBestTalentIs creating wondrous scenarios involving anime characters that will never happen. Hint: They all end up with me in bed completely satisfied. Thanks, Gin-san.""",satisfied,happy
173," #21: @翔 ed ""@_satisfied_love 비슷하네. 잘 지내는 것 같아서 좋다!""",satisfied,happy
174," #22: @Life, Liberty, & ed ""Life, liberty, and the pursuit of when everyone was very satisfied on our presentation and overall paper contents.""",satisfied,happy
175," #23: @Tony M. ed ""@jennycohn1 Can Trump turn your efforts against you as elections near? What keeps him from claiming that indeed voting machines are rigged and elections should be postponed until he and the @GOP) are satisfied that they are not?""",satisfied,happy
176," #24: @CHOWKIDAAR Mahendra Upadhyay ed ""@SecretDurga2 jst jst from below my heart im feeling SATISFIED today""",satisfied,happy
177," #25: @Random News ed ""Satisfied To Begins Pour Outbid the SEC in Netflix’s ‘Front-""",satisfied,happy
178," #26: @✰🅼🅺✰ ed ""RT @MJs_Twin: I won’t be satisfied until I make my mamma proud.""",satisfied,happy
179," #27: @🦋Omg_Its_Ruby🦋 ed ""Some of y’all are satisfied with being no one and that’s okay. Where I am now is just a stop along the way 😼 #Chasingdreams""",satisfied,happy
180," #28: @Richelle Mullins ed ""#drawing Wanted to practice dark skin, so I made this today, I feel very satisfied with it! https://t.co/rdFuvSnBLG""",satisfied,happy
181," #29: @🤡 ed ""Honestly if it was just a bunch of blooper shots like this, preferrably some of them in slow mo, I would be very satisfied. https://t.co/azTv2Qyu49""",satisfied,happy
182," #30: @I AM SPARTACUS!🇺🇸🇵🇷 ed ""@debiowens I want a refund. I already can tell I won't be satisfied.""",satisfied,happy
183," #31: @Fiona Leppard ed ""RT @carolecadwalla: Nigel Farage’s LeaveEU campaign was found broke law & has been referred to police. In a separate year-long investigatio…""",satisfied,happy
184," #32: @carte-blanche ed ""RT @matthewamiller: “It sounds like you’re satisfied with that...thanks for the clarification of your question.” Stiff competition, but Pom…""",satisfied,happy
185," #33: @Ankit Anand ed ""There's r so many flaws being witnessed in the board itself...I can see the numbers of student ,who r not satisfied of the marks they have been awarded...The countries well knows the availability of resources.. Infrastructure... Before playing with the career ...life of Students.""",satisfied,happy
186," #34: @Janine Hills ed ""IEC satisfied with special voting process so far https://t.co/J5HpDt4aVG""",satisfied,happy
187," #35: @Daisybeebee ed ""RT @carolecadwalla: Nigel Farage’s LeaveEU campaign was found broke law & has been referred to police. In a separate year-long investigatio…""",satisfied,happy
188," #36: @* . ༚⁀➴ 𝐍. ( H. SPOILERS. ) ed ""@NotThatBarnes Scarfs it down, making a mess in the process. This is really happening. This is the best.Rolls onto her back, satisfied. Paws in the air.""",satisfied,happy
189," #37: @🏳️‍🌈😜 ed ""RT @abnormallyadam: that was... perfect?? I AM SO SATISFIED WITH THAT ENDING, I COULD'VE ASKED FOR NOTHING MORE. #ShadowhuntersChat #Shadow…""",satisfied,happy
190," #38: @State Capture News ed ""RT @IOL: The #IEC said it was satisfied overall with the first day of special voting for the 2019 national and provincial elections. https:…""",satisfied,happy
191," #39: @Kevin Pennyfeather ed ""I’ve listened to the Hamilton cast recording eight times, and “Satisfied” 67 times in the last five days…I am now also going to New York for the first time next month to see the musical on Broadway.It has been a week, y’all.""",satisfied,happy
192," #40: @blue. ed ""yesh!c craving satisfied!!! https://t.co/vMZFrIgo4d""",satisfied,happy
193," #41: @🇬🇾🗽Sydette Only ""the Lord's Jubilee""🗽🇬🇾 ed ""In worlds and mediums ( art/theatre/ music) that are never satisfied , are encoded with class, are often dripping with disdain for people when they are alive while picking their corpses while dead  CAMP is satisfaction""",satisfied,happy
194," #42: @safe as Milk ed ""RT @jawnyutah: Started a hydration business. Here’s a video of my first satisfied customer https://t.co/mxam4cpa6D""",satisfied,happy
195," #43: @chin ♡ ed ""@ShilinaGolez satisfied kos ending!!! tho i still have some questions charot hahahaha""",satisfied,happy
196," #44: @Issac Guerrero ed ""I’m never satisfied,I want more.""",satisfied,happy
197," #45: @Bryan ed ""RT @LunkersTV: I somewhat feel satisfied reading the triggered comments on the bow fishing videos Yes in America we shoot fish with a bow…""",satisfied,happy
198," #46: @Rachel Joy Larris ed ""RT @Blackamazon: This is about saying F*** you to societies that coded you as less. That made fun of your SINCERITY . It’s supposed to be t…""",satisfied,happy
199," #47: @Nomayini 2019 ✌ ed ""RT @SuperSportTV: BREAKING: Percy Tau has been named as the Proximus League Player of the Year in Belgium's second tier 🇿🇦👏🔥 https://t.co/L…""",satisfied,happy
200," #48: @Elaine Tarrobago ed ""real happiness is when everyone was very satisfied on our presentation and overall paper contents. So proud of all of our hard works😊 https://t.co/eKPs1YORfV""",satisfied,happy
201," #49: @Eyewitness News ed ""IEC satisfied with special voting process so far https://t.co/ARrkbNzovM https://t.co/Yyc36Zxxyq""",satisfied,happy
202," #50: @ole 〰 ed ""satisfied""",satisfied,happy
203," #51: @Ali ed ""RT @MJs_Twin: I won’t be satisfied until I make my mamma proud.""",satisfied,happy
204," #52: @Adekunle Emmanuel ed ""RT @GbemiDennis: ""That which is desirable in a man is his loyalty and unfailing love, but it is better to be a poor man than a [wealthy] li…""",satisfied,happy
205," #53: @Tayfun Tuna ed ""RT @LatuffCartoons: How #Turkey ""democracy"" works.1 - You have elections.2 - Erdogan is defeated in #istanbul.3 - Erdogan isn't satisfi…""",satisfied,happy
206," #54: @sunil ed ""@tvsmotorcompany I bought the bike in 25 January 2018 and I have been facing battry issue last six month, whereas once the battery changed last January 2019.Till I am facing issues like relay problem  carban problem etc.And service centre is not satisfied to me.""",satisfied,happy
207," #55: @定義を英語で言ってみたbot ed ""The vectors (v_i) are said to be LINEAR INDEPENDENT if the equation a_1･v_1+...+a_n･v_n=0 can only be satisfied by a_i for i=1,..., n.""",satisfied,happy
208," #56: @Gerardoserna ed ""Loving the progress but still not satisfied... https://t.co/G5WjJVOdpk""",satisfied,happy
209," #57: @Sydwell ed ""RT @Scripture_Truth: My soul is satisfied as with a rich feast. -Psalms 63.5""",satisfied,happy
210," #58: @Bhushan ed ""We as Indians ate not satisfied with gifs which are available we want more gif with  indian  context will @TwitterIndia pay heed https://t.co/7uZ6nWLz20""",satisfied,happy
211," #59: @✧ JACK DANIELS. ed ""@RedBipolarism ❛ i always deserve them. ❜ hmm. he is not quite satisfied. moving to bite down on ian’s neck lightly. metaphorical vampire.""",satisfied,happy
212," #60: @Joe Pelech ed ""RT @JudgeJeanine: Don’t be satisfied with the Mueller report. This is bound to happen again b/c these arrogant, condescending, lying, leaki…""",satisfied,happy
213," #61: @Sorin Cristescu ed ""@RajarshiMaitra @anguschampion Doesn't prevent anyone for claiming ""that's not TRUE blockchain because it doesn't fit MY definition of blockchain"". What matters to us is that the customer needs have been satisfied.""",satisfied,happy
214," #62: @TheRealAboki ed ""RT @GbemiDennis: ""That which is desirable in a man is his loyalty and unfailing love, but it is better to be a poor man than a [wealthy] li…""",satisfied,happy
215," #63: @Indy™McPope #MassExodus #DissolveTheUnion ed ""RT @carolecadwalla: Nigel Farage’s LeaveEU campaign was found broke law & has been referred to police. In a separate year-long investigatio…""",satisfied,happy
216," #64: @🇬🇾🗽Sydette Only ""the Lord's Jubilee""🗽🇬🇾 ed ""This is about saying F*** you to societies that coded you as less. That made fun of your SINCERITY . It’s supposed to be triumphant exquisite and most of all SATISFIED""",satisfied,happy
217," #65: @⚡️ Lita ⚡️ ed ""Finally got to see this epic shit..... I feel destroyed, eternally happy, amused all the fucking feels right now. 😭😭😭 Side note: dad was throughly satisfied after all the hype talk from him past week 😂😂 https://t.co/B2wViiAf6n""",satisfied,happy
218," #66: @Jordan T ed ""Thank u for watching! Ill never claim to be the best singer in the world and ill never be satisfied with my performances, but ill practice my ash off to get it right! music is my form of journaling!  Bitty Mclean is one my favorite artists heres a  cover of ""games"". Love u fam! https://t.co/3UYJWxVKSw""",satisfied,happy
219," #67: @sugar momma ed ""I was expecting her dress to transform haha like reveal something really powerful about being a woman, but I’m still very satisfied https://t.co/bxyIPclO8g""",satisfied,happy
220," #68: @Johnny Storm ed ""//So... Where to begin. I had an extraordinarily rough night tonight. I’m so tired of my Toxic-ass Mother constantly whinging about everything and not being satisfied when I do anything to help. So we had a fight, and she broke two of my lamps, and I finally had enough. And -""",satisfied,happy
221," #69: @Candy Lady 🍭 ed ""RT @PrettyboiiDB_9: I need to go way harder, I’m not satisfied""",satisfied,happy
222," #70: @#ItsTime David Wands #DisolveTheUnion ed ""RT @carolecadwalla: Nigel Farage’s LeaveEU campaign was found broke law & has been referred to police. In a separate year-long investigatio…""",satisfied,happy
223," #71: @Craig Cheslog ed ""RT @carolecadwalla: Nigel Farage’s LeaveEU campaign was found broke law & has been referred to police. In a separate year-long investigatio…""",satisfied,happy
224," #72: @All the Way ed ""If @imkylecooke is not satisfied with @amandabatula_ amazing body & beauty and purse sex appeal & drive then the guy will never be satisfied.  #summerhouse @PaigeDeSorbo @beingbernz @LindsHubbs @carlradke @DanielleOlivera @jordanverroi""",satisfied,happy
225," #73: @Mahender Singh ed ""RT @aapparveenkumar: Discuss some issues and problems with Govt Scl Bindapur with all teachers and staff all are very satisfied with work o…""",satisfied,happy
226," #74: @jobalssi #FBPE #SSI ed ""RT @carolecadwalla: Nigel Farage’s LeaveEU campaign was found broke law & has been referred to police. In a separate year-long investigatio…""",satisfied,happy
227," #75: @John Ifan Williams 🏴󠁧󠁢󠁷󠁬󠁳󠁿🇪🇺 ed ""RT @carolecadwalla: Nigel Farage’s LeaveEU campaign was found broke law & has been referred to police. In a separate year-long investigatio…""",satisfied,happy
