,usuario,texto,depressao,texto_traduzido
162,buyuzinha,Nossa meninas não é fácil a vida da gay solteira que acorda após as 15h em um domingo e vai atrás de um almoço de qualidade,1,Our girls it's not easy the life of a single gay man who wakes up after 3 pm on a Sunday and goes after a quality lunch
163,mafeph_,Mano vá estudar e pare de ficar só pensando em namoro,0,Mano go to study and stop being just thinking about dating
164,onlyparrillax,"eu sou MUITO apaixonada no meu curso, é sem condições 😭😭😭",1,"I am VERY passionate about my course, it is without conditions 😭😭😭"
165,onlyparrillax,salvando todas as fotos do cabelo da jade e esperando que o meu fique igual k k k k ai ai ansiosa demais,1,saving all the photos of the jade hair and hoping mine looks the same k k k k ai ai too anxious
166,FroessNa,Hoje em dia não se dar para por o currículo em qualquer vaga.. tem muita vaga enganosa,0,"Nowadays, you can't put your CV in any position. There are many misleading positions."
167,_patyjesuss,Bom dia,0,Good Morning
168,2012_jairo,"A angústia ela te domina, ela suga as suas vontades, a sua concentração. Tudo começa a não fazer mais sentido e você só pensa em ficar mais sua, em se isolar. É uma dor diferente, que parece ñ ter cura",1,"It overwhelms you with anguish, it sucks your wills, your concentration. Everything starts to no longer make sense and you only think about becoming more yours, in isolating yourself. It's a different pain, which seems to have no cure"
169,rosastairrs,a @jaceheights não salvou aquela thread com quotes de blackstairs no fixado estou triste mt triste,0,@jaceheights did not save that thread with quotes from blackstairs in the set I'm sad mt sad
170,KaylayneMontei1,Rapaz o sono sumiu,0,Boy sleep is gone
171,mrcomsts,Você foi diagnosticado com depressão e trevas ✍️✍️,0,You were diagnosed with depression and darkness ✍️✍️
172,lucacdornelles,Bengala louca https://t.co/R9bGXdcota,1,Crazy cane https://t.co/R9bGXdcota
173,emygrx,essa hora era p meus amigos estar aqui jogando conversa fora 😔 me fazendo rir,0,this time it was for my friends to be here making small talk 😔 making me laugh
174,mystickka,"aprendi sobre a energias deles essa madrugada e to vendo na prática agora, que queridinhos!",0,"I learned about their energies this morning and seeing it in practice now, dear ones!"
175,fuckjxxnny_oh,tt e wpp são definitivamente as redes sociais q eu mais me exponho só pq nao quero ouvir meus tios embaçando no meu fb.....,1,tt and whatsapp are definitely the social networks that I expose myself the most just because I don't want to hear my uncles fogging up on my fb .....
176,marilia1808,tem que ser muito masoquista pra jogar league of legends. que jogo horrivel,0,you have to be very masochistic to play league of legends. what a horrible game
177,euanacsilva,Só queria um milkshake agora 💔,0,I just wanted a milkshake now 💔
178,kaguriri,meu padrinho veio falar cmg pq ele traiu minha madrinha. minha prima veio chorar pra mim pq o tio morreu. cara eu não ligo me deixa em paz 24h por dia pensando em suicídio e ninguém pra me deixar em paz que inferno,1,my godfather came to speak cmg cuz he betrayed my godmother. my cousin came to cry for me because my uncle died. man I don't care leave me alone 24 hours a day thinking about suicide and nobody to leave me alone what the hell
179,euiasmimlima,"Não é possível q só eu q leio “ FDS” como foda-se ,( eu sei q é final de semana, mas meu cérebro n colabora kkkk )",0,"It is not possible that only I who read ""FDS"" as fuck, (I know it's weekend, but my brain n collaborates kkkk)"
180,renatalorrainee,Tá pra nascer uma pessoa mais cínica e mentirosa que ela kkkkkkkkkkkkk,0,A more cynical and liar person than she is born kkkkkkkkkkkkk
181,KaylayneMontei1,Triste em parceiro,0,Sad in partner
182,queenyyeri,"Meu deus, se informem, dêem uma olhada no meu perfil antes de vir no meu chat para eu ter q explicar a mesma coisa que já postei 30x.
Eu não sou manual de instrução não, p0rr4",1,"My god, inform yourselves, take a look at my profile before coming to my chat so I can explain the same thing that I already posted 30x.
I am not an instruction manual no, p0rr4"
183,rafaelbttncrt,"domingo é um looping de comer, deitar e resolver BO",1,"Sunday is a looping of eating, lying down and solving BO"
184,_patyjesuss,"Olhamos tanta série ontem, que eu cheguei a sonhar com a mesma.",0,"We looked at so many series yesterday, that I even dreamed of it."
185,mingyubabie,sim eu adoro ouvir gente xingando o que eu gosto por favor continua vc tem razão mesmo 🙏🏽🙏🏽,0,yes i love to hear people cursing what i like please continue u are really right 🙏🏽🙏🏽
186,srt_gomeees,"Thalia chegou no rio, tô até vendo a surtação mds",0,"Thalia arrived at the river, I'm even seeing the mds outbreak"
187,trtrtrg_,depressão diagnosticado por thread do twitter,0,depression diagnosed by twitter thread
188,lovatoandjonas,Pela exoneração imediata do ministro do Meio Ambiente Ricardo Salles - Assine a petição! https://t.co/DWGrBsWEad via @change_br,0,For the immediate dismissal of Environment Minister Ricardo Salles - Sign the petition! https://t.co/DWGrBsWEad via @change_br
189,wtfnatan,saudades da pietra ela poderia vir agr todo final de semana pra cá,1,miss pietra she could come here every weekend
190,lwjhgj,"Na verdade, isso foi um pesadelo",0,This was actually a nightmare
191,bs_arth,Pq o filha da puta tem 6 galinhas na merda do terreno aqui atrás que n param de fazer barulho aí sou obrigado a acordar que merda,1,Because the motherfucker has 6 chickens in the shit of the land back here that don't stop making noise then I have to wake up that shit
192,2012_jairo,"E é aí que os julgamentos acontecem, vc se torna o diferente.",1,"And that's where the judgments happen, you become different."
193,RosesSehun,toda essa tempestade no copo da água e toda essa soberba pra no final irem para o exército de qualquer maneira 🗣,0,all this storm in the glass of water and all this pride to go to the army in the end anyway 🗣
194,yazzmimr,na época de narcos a netflix não tinha série chata de adolescente pra cancelar pra usar o dinheiro no figurino do pablo escobar e o wagner moura ficou com essa barrigona falsa de almofada ai,0,at the time of narcos netflix did not have a boring teen series to cancel to use the money on pablo escobar's costumes and wagner moura got this fake belly with a pillow there
195,yazzmimr,queria saber se existe alguém que tem a audácia de pular a abertura de narcos,0,I was wondering if there is anyone who has the audacity to skip the opening of narcos
196,lovelisona,o álbum tá ótimo excelente 🗣️ mas vou falar que nenhuma é sucessora de press your number E NÃO É COMO SE PRECISASSE SER mas o auge da sonoridade foi atingido ali eu mentalmente moro novo mv de press your number,0,the album is great excellent 🗣️ but I will say that none is a successor to press your number AND IT IS NOT AS IF YOU NEED TO BE but the peak of sound was reached there I mentally live a new mv of press your number
197,muriloeferreira,"Não sei o que acontece com o meu psicológico, uma hora eu tô dançando de alegria, agora eu só quero deitar e chorar",1,"I don't know what happens to my psychological, I'm dancing for joy at a time, now I just want to lie down and cry"
198,sosawell7777,vo comete um assassinato e nem é contra ngm fml,0,you commit a murder and it's not even against ngm fml
199,a_fckdreamers,"eu não acredito que conseguiram fazer o max desativar todas as redes, a demetria vai falar um monte agora",0,"I do not believe that they managed to make the max disable all networks, the demetry will speak a lot now"
200,jotafxpt,quase pegando essa praia..🤔,0,almost catching this beach..🤔
201,RosesSehun,pior q já vi gente q nem crente era casando com 17 anos https://t.co/qD6pGo5nJT,0,worst I have ever seen people who were not even married at 17 years old https://t.co/qD6pGo5nJT
202,silvanathan99,ja pode ou ta cedo?? quinta é quase sexta,1,can you or is it early ?? Thursday is almost Friday
203,themracle,queria trabalhar na piticas,1,wanted to work at piticas
204,niih_monteiiro,"Na Faixa de Gaza, só homem-bomba, na guerra é tudo ou nada
Várias titânio no pente, colete à prova de bala",0,"In the Gaza Strip, just a suicide bomber, in war it's all or nothing
Various titanium in the comb, bulletproof vest"
205,queenyyeri,Queria tanto xingar um escravinho de merda,1,I wanted so badly to curse a fucking slave
206,puntztantz,nova adepta do Guimarães 💅🏻 https://t.co/J2Ey0ZDhI2,0,new fan of Guimarães 💅🏻 https://t.co/J2Ey0ZDhI2
207,anapaulaboz,"Ta vindo mt merda por aí, se liguem",1,"Ta shit out there, check it out"
208,leonardomikami,"com 17 anos descobri que nao sei fazer gargarejo

fui fazer e engoli 2L de agua",1,"at the age of 17 I discovered that I don't know how to gargle

I went to do it and swallowed 2L of water"
209,FroessNa,Tenho cara de atriz pornô? pq n é possível...,0,Do I look like a porn actress? because it is not possible ...
210,bs_arth,"Fiz brigadeiro, agora vou jogar remnant e ficar ouvindo abertura de anime pra eu n perder a vontade de jogar pq olha

O JOGO QUE ME DEIXA PUTO",1,"I did brigadeiro, now I'm going to play remnant and listen to anime opening so I don't lose the desire to play because look

THE GAME THAT MAKES ME FUCKED"
211,ellieonardo,"mano, independentemente de quem vencer: essa foi a melhor corrida da temporada e acho difícil ter um pódio mais improvável que esse por um bom tempo",0,"brother, regardless of who wins: this was the best race of the season and I find it difficult to have a podium more unlikely than this for a long time"
212,silvanathan99,incrível como eu consegui gastar TODO o meu dinheiro de conta em um fim de semana,1,amazing how i managed to spend ALL of my account money in one weekend
213,38_rodry,"Será que tem alguém por aí, que ainda duvida que o PT é uma ORGANIZAÇÃO CRIMINOSA? 🤔 Creio que não 😊🇧🇷 #DiaDaAmazôniaSelva 🇧🇷 #PTOrganizacãoCriminosa https://t.co/5NfnixXKw1",0,Is there someone out there who still doubts that the PT is a CRIMINAL ORGANIZATION? 🤔 I believe not 😊🇧🇷 # DiaDaAmazôniaSelva 🇧🇷 # PTOrganizacãoCriminosa https://t.co/5NfnixXKw1
214,mrcomsts,Indo assistir the boys,0,Going to watch the boys
215,stitchtali,Sempre https://t.co/d4Mmedr0XQ,0,Always https://t.co/d4Mmedr0XQ
216,tarjapretaporra,"Piso frio branco na casa.
Não façam isso.
Não importa se vc tem TOC com limpeza...vc vai enlouquecer.",1,"White tiled floor in the house.
Do not do it.
It doesn't matter if you have clean OCD ... you're going to go crazy."
217,CrazyGabiNeves,"Não vejo problema nenhum em encontrar um amigo que também está se cuidando, ir visitar um familiar que você não vê a meses, ou fazer uma caminhada para se exercitar. Vocês tem noção de quantas pessoas adoeceram a alma e a mente nesse período de isolamento?",0,"I have no problem finding a friend who is also taking care, going to visit a family member you haven't seen in months, or taking a walk to exercise. Do you realize how many people got sick in the soul and mind in this period of isolation?"
218,PortalOndreazBR,Precisamos de um tempinho para refletir algumas coisas. https://t.co/cFi9XRTsim,0,We need some time to reflect on some things. https://t.co/cFi9XRTsim
219,FroessNa,O cara vem me oferecer para me pagar pra conversar com homens num app ... que porra é essa ? Eo ein,0,The guy comes to offer me to pay me to talk to men in an app ... what the fuck? Ein ein
220,jotafxpt,hoje vou dar um baque bobo rs,0,today i will give a silly thud rs
221,_patyjesuss,Amanhã eu tomo vergonha na cara e vou estudar 😬,0,Tomorrow I will be ashamed in my face and I will study 😬
222,sicmunddus,"cr: e eu vos declaro, aro

@rhysorian https://t.co/JX7DtiHYuX",0,"cr: and I declare to you, hoop

@rhysorian https://t.co/JX7DtiHYuX"
223,ncpvnk,"CORRENTE RIDICULAMENTE PESADA 

1- sim
2- eu diria q sim
3- sim
4- não
5- kkkkkk
6- eu n conheço ;-; mas acho q s KKKKK
7- n lembro o nome
8- H
9- H

Comenta um emoji que eu mando",1,"RIDICULATELY HEAVY CHAIN
1- yes
2- I would say yes
3- yes
4- no
5- kkkkkk
6- I don't know; -; but I think it's KKKKK
7- I don't remember the name
8- H
9- H
Comments on an emoji that I send"
224,puntztantz,nem acredito nisto.... https://t.co/GWxO0yF6Z1,0,I can't believe it .... https://t.co/GWxO0yF6Z1
225,renatalorrainee,Triste estou,0,I'm sad
226,puntztantz,estupidez... https://t.co/dh5CdRJTb1,0,stupidity ... https://t.co/dh5CdRJTb1
227,Skyeccho_,eLES SE BEIJARAM MEU DEUS FO CEU EU TO MTO SOFT QUE ODIO QUE ODIO QUE ODIOOOOOOI https://t.co/UL4dOrFa3L,1,THEY HAVE KISSED MY GOD FROM THE CEU I TOO SOFT THAT HATE THAT HATE THAT HATE HUGE https://t.co/UL4dOrFa3L
228,titiawanne,com essa boca toda inchada 🗣🗣 https://t.co/0oxQ2CKdNF,0,with that all swollen mouth 🗣🗣 https://t.co/0oxQ2CKdNF
229,ajutsusexy,morte.,0,death.
230,lovatoandjonas,Ministro do Meio-Ambiente: O Pantanal está queimando! - Assine a petição! https://t.co/oXgXJMTSKD via @change_br,0,Minister of the Environment: The Pantanal is burning! - Sign the petition! https://t.co/oXgXJMTSKD via @change_br
231,rnnpgn,E já tem um 'patriota de direita e conservador' me seguindo. Tenho 13 seguidores. Isso deve ser algum tipo de recorde.,0,And there is already a 'right-wing and conservative patriot' following me. I have 13 followers. This must be some kind of record.
232,bs_arth,Ovo faze brigadeiro,1,Egg make brigadeiro
233,litarib,isso que é foda 😂 https://t.co/CSPMWcHi3A,0,this is awesome 😂 https://t.co/CSPMWcHi3A
234,Menina7Virtuosa,"Não desista, é hora da virada, é hora de vencer, é o momento que Deus preparou pra você! Deus vai te surpreender!",0,"Don't give up, it's time to turn around, it's time to win, it's the moment God prepared for you! God will surprise you!"
235,lucacdornelles,Feliz dia da independência,1,Happy Independence Day
236,lwjhgj,Lembrei do sonho que tive,0,I remembered the dream I had
237,babiisouuzza,"aiii, eu amo tanto a krysla, ela é literalmente incrível🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰 https://t.co/mEl9IzQPoW",0,"aiii, i love krysla so much, she is literally amazing🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰 https://t.co/mEl9IzQPoW"
238,gombbyy,viu a história e não reagiu :((,0,saw the story and did not react: ((
239,gombbyy,"só podem tar a gozar comigo, fds",0,"they can only be making fun of me, fds"
